CHR_ID,CHR_POS,STRONGEST SNP-RISK ALLELE,CONTEXT,MAPPED_TRAIT
22,43945024,rs2294915-T,intron_variant,hepatocellular carcinoma
19,19346108,rs58489806-T,intron_variant,hepatocellular carcinoma
5,1279913,rs2242652-A,intron_variant,hepatocellular carcinoma
4,69576447,rs4286604-G,intron_variant,malignant epithelial tumor of ovary
5,168286995,rs142091544-T,regulatory_region_variant,malignant epithelial tumor of ovary
10,5049762,rs4525119-C,intron_variant,malignant epithelial tumor of ovary
20,63678486,rs6010620-G,3_prime_UTR_variant,central nervous system cancer
9,22043927,rs1412829-C,intron_variant,central nervous system cancer
20,63686867,rs4809324-C,non_coding_transcript_exon_variant,central nervous system cancer
12,132799954,rs111696067-A,intron_variant,central nervous system cancer
11,114160077,rs648044-T,non_coding_transcript_exon_variant,central nervous system cancer
12,75848895,rs12230172-G,intron_variant,central nervous system cancer
15,76286421,rs1801591-A,missense_variant,central nervous system cancer
7,54848587,rs75061358-G,intergenic_variant,central nervous system cancer
8,129633446,rs55705857-G,intron_variant,central nervous system cancer
9,22033367,rs2157719-C,non_coding_transcript_exon_variant,central nervous system cancer
11,118609400,rs12803321-G,intron_variant,central nervous system cancer
17,7514323,rs8753-T,non_coding_transcript_exon_variant,central nervous system cancer
10,99096696,rs12780046-T,intron_variant,central nervous system cancer
5,1279675,rs10069690-T,intron_variant,central nervous system cancer
12,132799954,rs111696067-A,intron_variant,central nervous system cancer
12,75848895,rs12230172-G,intron_variant,central nervous system cancer
12,106419124,rs3851634-T,intron_variant,central nervous system cancer
5,1279675,rs10069690-T,intron_variant,central nervous system cancer
7,54848587,rs75061358-G,intergenic_variant,central nervous system cancer
8,129633446,rs55705857-G,intron_variant,central nervous system cancer
9,22033367,rs2157719-C,non_coding_transcript_exon_variant,central nervous system cancer
11,118609400,rs12803321-G,intron_variant,central nervous system cancer
8,26587678,rs17321041-T,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
12,16414631,rs35827298-A,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
19,18695858,rs2003476-T,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
8,10577843,rs13259457-C,intergenic_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
8,26587678,rs17321041-T,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
5,646303,rs4957081-C,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
7,117371969,rs10225824-A,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus, sex interaction measurement"
12,16414631,rs35827298-A,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
19,18695858,rs2003476-T,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
8,10577843,rs13259457-C,intergenic_variant,"esophageal adenocarcinoma, Barrett's esophagus"
8,26587678,rs17321041-T,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
12,16414631,rs35827298-A,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
19,18695858,rs2003476-T,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
5,646303,rs4957081-C,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
7,117371969,rs10225824-A,intron_variant,"esophageal adenocarcinoma, Barrett's esophagus"
7,117400063,rs2188554-A,intron_variant,esophageal adenocarcinoma
3,184065565,rs9823696-A,intergenic_variant,esophageal adenocarcinoma
2,20679060,rs7255-T,3_prime_UTR_variant,esophageal adenocarcinoma
5,1279675,rs10069690-T,intron_variant,estrogen-receptor negative breast cancer
3,172550013,rs13074711-T,regulatory_region_variant,estrogen-receptor negative breast cancer
6,32402810,rs9461741-C,intron_variant,marginal zone B-cell lymphoma
6,31368124,rs2922994-G,intron_variant,marginal zone B-cell lymphoma
14,61262775,rs76788097-G,intron_variant,marginal zone B-cell lymphoma
2,20935927,rs76588427-A,intergenic_variant,marginal zone B-cell lymphoma
12,116928726,rs16947122-C,intron_variant,"rheumatoid arthritis, marginal zone B-cell lymphoma"
16,62594871,rs1364229-A,intergenic_variant,"rheumatoid arthritis, marginal zone B-cell lymphoma"
3,124206424,rs1444766-G,intron_variant,"marginal zone B-cell lymphoma, systemic lupus erythematosus"
17,39764941,rs2941509-T,3_prime_UTR_variant,"marginal zone B-cell lymphoma, systemic lupus erythematosus"
6,31512891,rs3132461-G,intergenic_variant,cervical carcinoma
4,47087167,rs4396968-T,intron_variant,cervical carcinoma
8,69663895,rs4738017-G,regulatory_region_variant,cervical carcinoma
13,40927414,rs9532669-A,intergenic_variant,cervical carcinoma
15,99451803,rs11637339-C,intergenic_variant,cervical carcinoma
6,31572364,rs2239704-A,5_prime_UTR_variant,cervical carcinoma
2,85219363,rs6547598-A,intron_variant,cervical carcinoma
5,91087644,rs59661306-G,intron_variant,cervical carcinoma
7,54380269,rs7457728-C,intron_variant,cervical carcinoma
7,118982093,rs115137622-C,intergenic_variant,cervical carcinoma
17,39895095,rs8067378-G,regulatory_region_variant,cervical carcinoma
6,31441789,rs2844512-G,non_coding_transcript_exon_variant,cervical carcinoma
17,7668434,rs78378222-T,3_prime_UTR_variant,cancer
8,127368138,rs146836668-A,intron_variant,cancer
20,36608799,rs150260898-G,intron_variant,cancer
2,113230915,rs10175462-G,intron_variant,cancer
6,33101790,rs3117245-C,intergenic_variant,cancer
6,31231689,rs3869114-G,intergenic_variant,cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,cancer
20,63660246,rs34978822-C,intron_variant,cancer
6,32623790,rs73728618-T,intergenic_variant,cancer
4,105144151,rs10007915-C,intergenic_variant,cancer
6,31383898,rs9266766-G,intergenic_variant,cancer
6,32944037,rs2395296-A,intron_variant,cancer
8,23608953,rs1858401-T,intergenic_variant,cancer
8,127355264,rs113661590-G,intron_variant,cancer
6,31346329,rs3016018-C,intergenic_variant,cancer
10,4475305,rs9663459-A,intergenic_variant,cancer
12,115377060,rs725677-C,intergenic_variant,cancer
6,32479308,rs2395191-C,intergenic_variant,cancer
15,32709533,rs58658771-A,intergenic_variant,cancer
6,33129646,rs3129270-T,intergenic_variant,cancer
8,127401538,rs79101886-T,non_coding_transcript_exon_variant,cancer
6,32660584,rs9273501-A,non_coding_transcript_exon_variant,cancer
6,32600515,rs9270747-A,intergenic_variant,cancer
6,32609856,rs535777-G,intergenic_variant,cancer
8,127091973,rs78809737-G,non_coding_transcript_exon_variant,cancer
8,127323281,rs62516012-C,intron_variant,cancer
8,127371169,rs117952826-C,intron_variant,cancer
9,21995045,rs55797833-T,splice_region_variant,cancer
1,17442794,rs6675912-G,intergenic_variant,cancer
6,32664670,rs41263822-A,non_coding_transcript_exon_variant,cancer
9,16913838,rs11445081-A,intergenic_variant,cancer
11,89284793,rs1126809-A,missense_variant,cancer
13,111463244,rs138646839-T,intergenic_variant,cancer
16,89729609,rs34659644-A,intron_variant,cancer
2,201258272,rs3769823-G,missense_variant,cancer
6,396321,rs12203592-T,intron_variant,cancer
18,30862377,rs2014497-G,intergenic_variant,cancer
20,34077942,rs6059655-G,intron_variant,cancer
9,122192836,rs4573350-T,intron_variant,squamous cell lung carcinoma
9,122192836,rs4573350-T,intron_variant,squamous cell lung carcinoma
4,18010412,rs71603396-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
9,21670088,rs12686364-G,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,17864241,rs185373991-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
9,92613166,rs72754495-A,3_prime_UTR_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,54981998,rs142604597-T,splice_region_variant,"squamous cell lung carcinoma, family history of lung cancer"
13,35897512,rs138712069-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,74917726,rs181468389-A,non_coding_transcript_exon_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,42170776,rs192388487-G,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
20,6230855,rs148767741-A,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
21,33224308,rs188556805-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,51845211,rs147833373-T,non_coding_transcript_exon_variant,"squamous cell lung carcinoma, family history of lung cancer"
3,24465348,rs76247835-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
6,28237041,rs116043036-G,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
9,97787047,rs189720575-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
13,107661103,rs140781040-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,65605243,rs840781-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,42284854,rs150007688-C,regulatory_region_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,102241279,rs185815317-T,regulatory_region_variant,"squamous cell lung carcinoma, family history of lung cancer"
1,160908636,rs112233273-A,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
17,31366922,rs188460661-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
17,31219525,rs148176174-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
6,38604737,rs72855171-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
11,66872703,rs191456353-G,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
16,79187571,rs112697296-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
8,20944066,rs118114607-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,15283365,rs145369641-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
3,126934568,rs187806138-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
7,148869599,rs183710197-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
19,17445984,rs147852856-G,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
17,8764431,rs8079117-A,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
6,160282296,rs3908804-A,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
1,242442926,rs11810103-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,52228973,rs17474439-T,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
11,84335397,rs149365710-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,42052863,rs138592693-T,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
9,100466630,rs117539856-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
11,84468604,rs147995154-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
8,102523877,rs146278598-C,regulatory_region_variant,"squamous cell lung carcinoma, family history of lung cancer"
18,51837007,rs186728352-C,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,172120479,rs79484241-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,156497991,rs147372168-G,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
6,149836209,rs72995588-A,synonymous_variant,"squamous cell lung carcinoma, family history of lung cancer"
14,33701036,rs12148012-G,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
7,51008206,rs117123031-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
3,24297569,rs1505305-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
7,157254944,rs10261278-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
6,53345474,rs78003666-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,52471499,rs77582856-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,47274167,rs17539515-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
4,172496615,rs183148163-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
1,87066170,rs141319665-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
3,167400057,rs2419134-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
7,138667056,rs28625106-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,959403,rs147081078-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
20,6416572,rs148810922-A,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
19,14970524,rs113464626-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
7,44951906,rs78184724-G,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,150907280,rs138656841-A,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,171329358,rs187107949-G,intergenic_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,95629264,rs115593965-T,regulatory_region_variant,"squamous cell lung carcinoma, family history of lung cancer"
8,140678939,rs73714723-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
12,31665598,rs183745979-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
2,224398810,rs6714462-T,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
16,58895443,rs118075513-G,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
11,47356695,rs193299119-A,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
5,42438811,rs150037323-C,intron_variant,"squamous cell lung carcinoma, family history of lung cancer"
9,92886295,rs72741016-A,non_coding_transcript_exon_variant,"squamous cell lung carcinoma, family history of lung cancer"
15,78565644,rs55781567-G,5_prime_UTR_variant,squamous cell lung carcinoma
6,31466334,rs3094604-G,non_coding_transcript_exon_variant,squamous cell lung carcinoma
9,122192836,rs4573350-T,intron_variant,squamous cell lung carcinoma
5,1325688,rs465498-A,non_coding_transcript_exon_variant,squamous cell lung carcinoma
6,29908215,rs2517873-A,intron_variant,squamous cell lung carcinoma
6,31365143,rs2523546-A,non_coding_transcript_exon_variant,squamous cell lung carcinoma
6,31760120,rs3115672-T,synonymous_variant,squamous cell lung carcinoma
8,8334713,rs2945908-C,intron_variant,squamous cell lung carcinoma
13,32398489,rs11571833-T,stop_gained,squamous cell lung carcinoma
12,949522,rs3748522-C,5_prime_UTR_variant,squamous cell lung carcinoma
6,30912210,rs1264308-T,non_coding_transcript_exon_variant,squamous cell lung carcinoma
6,31652743,rs3117582-G,intron_variant,squamous cell lung carcinoma
2,217029040,rs12998806-G,intron_variant,estrogen-receptor positive breast cancer
2,25436375,rs6746082-A,intron_variant,multiple myeloma
3,41883906,rs1052501-C,missense_variant,multiple myeloma
3,169774313,rs10936599-C,missense_variant,multiple myeloma
5,95907227,rs56219066-T,intron_variant,multiple myeloma
6,31139481,rs2285803-T,intron_variant,multiple myeloma
6,106219660,rs9372120-G,intron_variant,multiple myeloma
7,151253854,rs7781265-A,intron_variant,multiple myeloma
16,30689537,rs13338946-C,intergenic_variant,multiple myeloma
17,16945825,rs4273077-G,intron_variant,multiple myeloma
20,48738472,rs6066835-C,intron_variant,multiple myeloma
22,39146287,rs877529-A,intron_variant,multiple myeloma
3,41883906,rs1052501-G,missense_variant,multiple myeloma
2,25436375,rs6746082-A,intron_variant,multiple myeloma
3,41954644,rs2272007-A,missense_variant,multiple myeloma
